OrphaCode,DiseaseName,AgeOfOnset,TypeOfInheritance,urgency_tier
86873,Aggressive NK-cell leukemia,Adult,"Multigenic/multifactorial, Not applicable",3
86870,Blastic plasmacytoid dendritic cell neoplasm,Elderly,Not applicable,3
86871,T-cell prolymphocytic leukemia,"Adult, Elderly",Not applicable,3
86867,Nodal marginal zone B-cell lymphoma,"Adolescent, Adult, Elderly",Not applicable,3
86869,Lymphomatoid granulomatosis,Adult,Not applicable,3
86861,Non-amyloid monoclonal immunoglobulin deposition disease,Adult,,3
86864,Heavy chain disease,Adult,,3
86886,Angioimmunoblastic T-cell lymphoma,Adult,Not applicable,3
86893,Nodular lymphocyte predominant Hodgkin lymphoma,All ages,Unknown,3
86884,Subcutaneous panniculitis-like T-cell lymphoma,All ages,Not applicable,3
86885,Primary cutaneous peripheral T-cell lymphoma not otherwise specified,"Adult, Elderly",Not applicable,3
86880,Enteropathy-associated T-cell lymphoma,Adult,Not applicable,3
86882,Hepatosplenic T-cell lymphoma,"Adolescent, Adult",Not applicable,3
86875,Adult T-cell leukemia/lymphoma,Adult,"Multigenic/multifactorial, Not applicable",3
86879,Extranodal nasal NK/T cell lymphoma,Adult,"Multigenic/multifactorial, Not applicable",3
79502,Punctate palmoplantar keratoderma type 2,Adult,Autosomal dominant,3
79503,Ichthyosis hystrix of Curth-Macklin,Childhood,"Autosomal dominant, Not applicable",2
79507,Hypotonia-failure to thrive-microcephaly syndrome,"Infancy, Neonatal",Autosomal recessive,1
79495,X-linked congenital generalized hypertrichosis,,X-linked dominant,3
79499,Autosomal dominant deafness-onychodystrophy syndrome,"Antenatal, Neonatal",Autosomal dominant,3
79500,DOORS syndrome,"Antenatal, Infancy, Neonatal",Autosomal recessive,1
79501,Punctate palmoplantar keratoderma type 1,"Adolescent, Adult",Autosomal dominant,3
79643,Autosomal recessive hyperinsulinism due to SUR1 deficiency,,Autosomal recessive,3
79651,Mild hyperphenylalaninemia,"Infancy, Neonatal",Autosomal recessive,1
79644,Autosomal recessive hyperinsulinism due to Kir6.2 deficiency,Neonatal,Autosomal recessive,1
83317,Scrub typhus,All ages,,3
83330,Proximal spinal muscular atrophy type 1,"Infancy, Neonatal",Autosomal recessive,1
83315,Murine typhus,All ages,Not applicable,3
83316,Pseudotyphus of California,All ages,Not applicable,3
83419,Proximal spinal muscular atrophy type 3,"Adolescent, Adult, Childhood, Infancy",Autosomal recessive,2
83420,Proximal spinal muscular atrophy type 4,Adult,Autosomal recessive,3
83418,Proximal spinal muscular atrophy type 2,Infancy,Autosomal recessive,2
83313,Boutonneuse fever,All ages,Not applicable,3
83314,Epidemic typhus,All ages,Not applicable,3
83311,Rocky Mountain spotted fever,All ages,Not applicable,3
83312,Rickettsialpox,All ages,Not applicable,3
83469,Desmoplastic small round cell tumor,"Adolescent, Adult",Not applicable,3
83468,Solitary bone cyst,Childhood,Not applicable,2
83467,Morvan syndrome,Adult,,3
83465,Narcolepsy type 2,"Adolescent, Adult, Childhood",Unknown,2
83476,West-Nile encephalitis,All ages,Not applicable,3
83473,Megalencephaly-polymicrogyria-postaxial polydactyly-hydrocephalus syndrome,"Infancy, Neonatal","Autosomal dominant, Not applicable",2
83472,CAMOS syndrome,"Infancy, Neonatal",Autosomal recessive,1
83471,T-cell immunodeficiency with thymic aplasia,"Infancy, Neonatal",Autosomal recessive,1
83452,Complex regional pain syndrome,All ages,Not applicable,3
83451,Florid cemento-osseous dysplasia,Adult,Not applicable,3
83450,Regional odontodysplasia,Childhood,Not applicable,2
83463,Microtia,"Infancy, Neonatal","Autosomal dominant, Autosomal recessive, Not applicable",1
83461,Congenital primary aphakia,"Antenatal, Infancy, Neonatal",Autosomal recessive,1
83454,Glomuvenous malformation,"Adolescent, Adult, Childhood, Infancy, Neonatal",Autosomal dominant,2
83453,Vulvovaginal gingival syndrome,Adult,Not applicable,3
514352,Congenital brachyesophagus-intrathoracic stomach-vertebral anomalies syndrome,"Antenatal, Neonatal",,3
83619,Macrostomia-preauricular tags-external ophthalmoplegia syndrome,"Infancy, Neonatal",Autosomal dominant,2
83620,Enteric anendocrinosis,"Infancy, Neonatal",Autosomal recessive,1
83628,LUMBAR syndrome,"Infancy, Neonatal",Unknown,2
83601,Steroid-responsive encephalopathy associated with autoimmune thyroiditis,All ages,Not applicable,3
83616,Rubella panencephalitis,Childhood,Not applicable,2
83617,Agammaglobulinemia-microcephaly-craniosynostosis-severe dermatitis syndrome,"Antenatal, Infancy, Neonatal",Autosomal recessive,1
83594,Eastern equine encephalitis,All ages,Not applicable,3
83595,Colorado tick fever,All ages,Not applicable,3
83597,Acute disseminated encephalomyelitis,All ages,Not applicable,3
83600,Encephalitis lethargica,Adult,Not applicable,3
83482,Mycoplasma encephalitis,All ages,Not applicable,3
83483,La Crosse encephalitis,All ages,Not applicable,3
83484,St. Louis encephalitis,All ages,Not applicable,3
83593,Western equine encephalitis,All ages,Not applicable,3
84085,Hinman syndrome,All ages,,3
84081,Senior-Boichis syndrome,All ages,Autosomal recessive,3
84090,Fibronectin glomerulopathy,All ages,Autosomal dominant,3
84064,Trichohepatoenteric syndrome,"Antenatal, Infancy, Neonatal",Autosomal recessive,1
513436,Autosomal recessive spastic paraplegia type 78,"Adolescent, Adult, Childhood",Autosomal recessive,2
83639,Hypercoagulability syndrome due to glycosylphosphatidylinositol deficiency,"Infancy, Neonatal",Autosomal recessive,1
83629,Leukoencephalopathy-spondyloepimetaphyseal dysplasia syndrome,"Childhood, Infancy",X-linked recessive,2
513456,Intellectual disability-seizures-abnormal gait-facial dysmorphism syndrome,Infancy,Autosomal dominant,2
83642,Microcytic anemia with liver iron overload,"Infancy, Neonatal",Autosomal recessive,1
85163,Hypomyelination-congenital cataract syndrome,"Infancy, Neonatal",Autosomal recessive,1
85164,Camptodactyly-tall stature-scoliosis-hearing loss syndrome,Childhood,"Autosomal dominant, Autosomal recessive",2
85146,"Neurogenic scapuloperoneal syndrome, Kaeser type",Adult,Autosomal dominant,3
85162,Facial onset sensory and motor neuronopathy,"Adult, Elderly",Unknown,3
85138,Addison disease,All ages,Not applicable,3
85128,Bothnia retinal dystrophy,Childhood,Autosomal recessive,2
85136,Cystic leukoencephalopathy without megalencephaly,"Infancy, Neonatal",Autosomal recessive,1
85110,Familial encephalopathy with neuroserpin inclusion bodies,"Adolescent, Adult, Childhood",Autosomal dominant,2
85112,Palmoplantar keratoderma-XX sex reversal-predisposition to squamous cell carcinoma syndrome,Childhood,Autosomal recessive,2
84132,Desmin-related myopathy with Mallory body-like inclusions,"Infancy, Neonatal",Autosomal recessive,1
84142,Isaacs syndrome,All ages,Not applicable,3
84093,Hereditary thermosensitive neuropathy,"Adolescent, Adult, Childhood",,2
85186,Endosteal sclerosis-cerebellar hypoplasia syndrome,"Infancy, Neonatal",Autosomal recessive,1
85184,"Craniometadiaphyseal dysplasia, wormian bone type",Neonatal,Autosomal recessive,1
85182,Diaphyseal medullary stenosis-bone malignancy syndrome,,Autosomal dominant,3
85179,Infantile osteopetrosis with neuroaxonal dysplasia,"Infancy, Neonatal",Autosomal recessive,1
85175,Astley-Kendall dysplasia,"Antenatal, Neonatal",Autosomal recessive,1
85174,Pseudodiastrophic dysplasia,"Infancy, Neonatal",Autosomal recessive,1
85173,IMAGe syndrome,"Infancy, Neonatal","Autosomal dominant, Autosomal recessive",1
85172,"Microcephalic osteodysplastic dysplasia, Saul-Wilson type",Neonatal,Autosomal recessive,1
85170,"Mesomelic dysplasia, Savarirayan type","Infancy, Neonatal",Not applicable,2
85169,Familial digital arthropathy-brachydactyly,"Infancy, Neonatal",Autosomal dominant,2
85168,Craniofacial conodysplasia,No data available,Autosomal dominant,3
85167,Spondylometaphyseal dysplasia-cone-rod dystrophy syndrome,No data available,Autosomal recessive,3
85166,"Platyspondylic dysplasia, Torrance type","Antenatal, Infancy, Neonatal",Autosomal dominant,2
85165,Severe achondroplasia-developmental delay-acanthosis nigricans syndrome,Childhood,"Autosomal dominant, Not applicable",2
603448,Cerebellar hypoplasia-intellectual disability-congenital microcephaly-dystonia-anemia-growth retardation syndrome,Neonatal,Autosomal dominant,3
603515,Isolated female hypospadias,Neonatal,,3
603494,Coloboma-osteopetrosis-microphthalmia-macrocephaly-albinism-deafness syndrome,"Antenatal, Neonatal",,3
603689,KLHL7-related Bohring-Opitz-like syndrome,"Antenatal, Neonatal",Autosomal recessive,1
603684,KLHL7-related Bohring-Opitz-like and Crisponi/Cold-induced sweating-like overlap syndrome,Neonatal,Autosomal recessive,1
603699,Recessive KLHL7-related disorder,,Autosomal recessive,3
603694,KLHL7-related Crisponi/cold-induced sweating-like syndrome,,Autosomal recessive,3
610573,CLCN6-related childhood-onset progressive neurodegeneration-peripheral neuropathy syndrome,Infancy,Autosomal dominant,2
610569,KIAA1109-related early lethal congenital brain malformations-arthrogryposis syndrome,"Antenatal, Neonatal",Autosomal recessive,1
604680,Symptomatic form of X-linked centronuclear myopathy in female carriers,"Childhood, Infancy, Neonatal",,2
98098,Autosomal recessive degenerative and progressive cerebellar ataxia,,Autosomal recessive,3
98099,Autosomal recessive syndromic cerebellar ataxia,,Autosomal recessive,3
98096,Autosomal recessive metabolic cerebellar ataxia,,Autosomal recessive,3
98097,Autosomal recessive cerebellar ataxia due to a DNA repair defect,,Autosomal recessive,3
98095,Autosomal recessive congenital cerebellar ataxia,,Autosomal recessive,3
611256,Pontocerebellar hypoplasia type 12,"Antenatal, Neonatal",Autosomal recessive,1
611237,Parkinsonism with polyneuropathy,Adult,,3
611247,Pontocerebellar hypoplasia type 11,"Antenatal, Neonatal",Autosomal recessive,1
611216,Aplastic anemia-intellectual disability-dwarfism syndrome,"Infancy, Neonatal",,2
611223,EN1-related dorsoventral syndrome,Neonatal,,3
611201,Oculogastrointestinal-neurodevelopmental syndrome,"Infancy, Neonatal",Autosomal recessive,1
613267,Pontocerebellar hypoplasia type 13,Neonatal,Autosomal recessive,1
613274,Pontocerebellar hypoplasia type 14,"Antenatal, Neonatal",Autosomal recessive,1
98261,Progressive myoclonic epilepsy,"Adolescent, Childhood, Infancy, Neonatal",,2
98249,Ehlers-Danlos syndrome,"Infancy, Neonatal","Autosomal dominant, Autosomal recessive, X-linked recessive",1
600668,CCNK-related neurodevelopmental disorder-severe intellectual disability-facial dysmorphism syndrome,Neonatal,Autosomal dominant,3
600663,NRXN1-related severe neurodevelopmental disorder-motor stereotypies-chronic constipation-sleep-wake cycle disturbance,Neonatal,Autosomal recessive,1
600691,Combined deficiency of factor VII and factor X,"Adolescent, Adult, Childhood, Infancy, Neonatal",,2
600731,Clark-Baraitser syndrome,"Childhood, Infancy, Neonatal",,2
98293,Hodgkin lymphoma,"Adolescent, Adult, Childhood, Elderly, Infancy",Multigenic/multifactorial,2
98292,Mastocytosis,All ages,,3
98291,Lymphoproliferative disease associated with primary immune disease,Childhood,,2
98274,Myeloproliferative neoplasm,All ages,,3
98267,Genetic non-syndromic obesity,"Childhood, Infancy",Not applicable,2
601028,Non-syndromic rectovaginal fistula,Neonatal,,3
601033,Non-syndromic H-type fistula,Neonatal,,3
601008,Non-syndromic anal stenosis,Neonatal,,3
601013,Non-syndromic pouch colon,Neonatal,,3
601018,Non-syndromic rectal atresia,Neonatal,,3
601023,Non-syndromic rectal stenosis,Neonatal,,3
600984,Non-syndromic rectovesical fistula,Neonatal,,3
600993,Non-syndromic vestibular fistula,Neonatal,,3
600998,Non-syndromic cloacal malformation,Neonatal,,3
601002,Non-syndromic anorectal malformation without fistula,Neonatal,,3
600961,Non-syndromic rectourethral fistula,Neonatal,,3
600952,Non-syndromic perineal fistula,Neonatal,,3
97244,Rigid spine syndrome,"Infancy, Neonatal",Autosomal recessive,1
97242,Congenital muscular dystrophy,"Infancy, Neonatal","Autosomal dominant, Autosomal recessive",1
97261,GRFoma,Adult,Not applicable,3
97253,Neuroendocrine tumor of pancreas,Adult,"Autosomal dominant, Not applicable",3
97249,Pontocerebellar hypoplasia type 3,Neonatal,Autosomal recessive,1
97279,Insulinoma,All ages,Not applicable,3
97278,PPoma,Adult,Not applicable,3
97285,Thyroid lymphoma,No data available,,3
97283,Somatostatinoma,"Adult, Elderly",Unknown,3
97282,VIPoma,All ages,Not applicable,3
97280,Glucagonoma,Adult,Not applicable,3
97289,Thymic neuroendocrine tumor,"Adult, Elderly",,3
97290,Familial papillary thyroid carcinoma with renal papillary neoplasia,Elderly,,3
97286,Carney-Stratakis syndrome,"Adolescent, Adult",Autosomal dominant,3
97287,Bronchial neuroendocrine tumor,"Adolescent, Adult, Childhood, Elderly",Not applicable,2
97292,Cardiogenic shock,"Adolescent, Adult, Childhood, Elderly",Not applicable,2
97332,Kienbock disease,Adult,,3
97335,Osgood-Schlatter disease,"Adolescent, Childhood",Not applicable,2
97297,Bohring-Opitz syndrome,"Antenatal, Neonatal",Autosomal dominant,3
97330,Thoracic outlet syndrome,"Adult, Elderly",,3
97338,Melanoma of soft tissue,Adult,Not applicable,3
97339,Dural sinus malformation with arteriovenous shunt,"Antenatal, Infancy, Neonatal",,2
97336,Panner disease,Childhood,Not applicable,2
97337,Sinding-Larsen-Johansson disease,"Adolescent, Childhood",Not applicable,2
97341,Persistent placoid maculopathy,"Adult, Elderly",,3
97340,Hunter-McAlpine syndrome,"Antenatal, Infancy, Neonatal",,2
97346,ADan amyloidosis,,Autosomal dominant,3
97345,ABri amyloidosis,Adult,Autosomal dominant,3
97349,Postencephalitic parkinsonism,"Adult, Elderly",,3
97353,Dementia pugilistica,Adult,,3
97360,Robinow syndrome,"Infancy, Neonatal","Autosomal dominant, Autosomal recessive",1
97355,Caribbean parkinsonism,"Adult, Elderly",,3
97361,"Renal hypoplasia, unilateral",All ages,Not applicable,3
97362,"Renal hypoplasia, bilateral",All ages,"Autosomal dominant, Not applicable",3
97363,Unilateral multicystic dysplastic kidney,All ages,Autosomal dominant,3
97364,Bilateral multicystic dysplastic kidney,"Antenatal, Neonatal",Autosomal dominant,3
97366,Multiloculated renal cyst,"Adult, Elderly, Infancy",,2
97367,Renal tubular dysgenesis due to twin-twin transfusion,,Not applicable,3
97368,Drug-related renal tubular dysgenesis,,Not applicable,3
97369,Renal tubular dysgenesis of genetic origin,,Autosomal recessive,3
97548,Right isomerism,Neonatal,Autosomal recessive,1
97560,Primary membranous glomerulonephritis,Adult,,3
96183,Maternal uniparental disomy of chromosome 9 syndrome,"Antenatal, Neonatal",,3
96182,Silver-Russell syndrome due to maternal uniparental disomy of chromosome 7,"Antenatal, Neonatal",,3
96181,Maternal uniparental disomy of chromosome 6 syndrome,"Antenatal, Neonatal",,3
96180,Maternal uniparental disomy of chromosome 4 syndrome,"Antenatal, Neonatal",,3
96179,Maternal uniparental disomy of chromosome 2 syndrome,"Antenatal, Neonatal",,3
96178,Ring chromosome 16 syndrome,"Antenatal, Infancy, Neonatal",,2
96177,Ring chromosome 15 syndrome,"Antenatal, Infancy, Neonatal",,2
96176,Ring chromosome 13 syndrome,"Antenatal, Childhood, Infancy, Neonatal",,2
96191,Paternal uniparental disomy of chromosome 6 syndrome,"Antenatal, Neonatal",,3
96190,Paternal uniparental disomy of chromosome 5 syndrome,"Antenatal, Neonatal",,3
96188,Maternal uniparental disomy of chromosome 22 syndrome,"Antenatal, Infancy, Neonatal",,2
96186,Maternal uniparental disomy of chromosome 20 syndrome,"Antenatal, Neonatal",,3
96185,Maternal uniparental disomy of chromosome 16 syndrome,"Antenatal, Neonatal",,3
96184,Temple syndrome due to maternal uniparental disomy of chromosome 14,"Antenatal, Neonatal",,3
96194,Paternal uniparental disomy of chromosome 20 syndrome,"Antenatal, Neonatal",,3
96195,Paternal uniparental disomy of chromosome 21 syndrome,"Antenatal, Neonatal",,3
96192,Paternal uniparental disomy of chromosome 7 syndrome,"Childhood, Infancy",,2
96253,Cushing disease,Adult,Not applicable,3
96201,X small rings syndrome,"Antenatal, Neonatal",,3
96264,"49,XXXXY syndrome",Childhood,"Not applicable, Unknown",2
96263,"48,XXXY syndrome","Antenatal, Infancy, Neonatal","Not applicable, Unknown",2
96266,Leydig cell hypoplasia due to partial LH resistance,Neonatal,Autosomal recessive,1
96265,Leydig cell hypoplasia due to complete LH resistance,Neonatal,Autosomal recessive,1
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,"Infancy, Neonatal",,2
97214,Eisenmenger syndrome,"Adolescent, Adult, Childhood",Not applicable,2
97234,Glycogen storage disease due to phosphoglycerate mutase deficiency,"Adolescent, Childhood",Autosomal recessive,2
97238,Rippling muscle disease,"Adolescent, Adult, Childhood, Elderly, Infancy","Autosomal dominant, Autosomal recessive",2
97239,Reducing body myopathy,"Adult, Childhood, Infancy","Not applicable, X-linked dominant",2
97240,Zebra body myopathy,Neonatal,Unknown,3
