OrphaCode,DiseaseName,AgeOfOnset,TypeOfInheritance
369950,Intellectual disability-seizures-macrocephaly-obesity syndrome,"Infancy, Neonatal","Not applicable, Unknown"
369970,Microcornea-myopic chorioretinal atrophy-telecanthus syndrome,Childhood,Autosomal recessive
369962,"Methylmalonic acidemia with homocystinuria, type cblX","Infancy, Neonatal",X-linked recessive
369979,Finger hyperphalangy-toe anomalies-severe pectus excavatum syndrome,"Infancy, Neonatal",
369992,Severe dermatitis-multiple allergies-metabolic wasting syndrome,"Infancy, Neonatal",Autosomal recessive
370002,Focal palmoplantar keratoderma with joint keratoses,"Infancy, Neonatal",Autosomal dominant
369999,Diffuse palmoplantar keratoderma with painful fissures,"Infancy, Neonatal",Autosomal dominant
370010,Intellectual disability-facial dysmorphism-hand anomalies syndrome,"Infancy, Neonatal",Autosomal recessive
369837,Intellectual disability-seizures-hypophosphatasia-ophthalmic-skeletal anomalies syndrome,"Infancy, Neonatal",Autosomal recessive
369840,TRAPPC11-related limb-girdle muscular dystrophy R18,"Childhood, Infancy",Autosomal recessive
369847,Intellectual disability-hyperkinetic movement-truncal ataxia syndrome,Childhood,Autosomal recessive
369852,Congenital neutropenia-myelofibrosis-nephromegaly syndrome,"Infancy, Neonatal",Autosomal recessive
369861,Congenital sideroblastic anemia-B-cell immunodeficiency-periodic fever-developmental delay syndrome,"Infancy, Neonatal",Autosomal recessive
369867,Autosomal recessive intermediate Charcot-Marie-Tooth disease type C,"Adult, All ages, Childhood",Autosomal recessive
369873,Obesity due to SIM1 deficiency,"Infancy, Neonatal",Autosomal recessive
369881,2p21 microdeletion syndrome without cystinuria,"Infancy, Neonatal",Autosomal recessive
369891,Developmental delay-facial dysmorphism syndrome due to MED13L deficiency,"Infancy, Neonatal",Autosomal dominant
369897,"Mitochondrial DNA depletion syndrome, encephalomyopathic form with variable craniofacial anomalies","Infancy, Neonatal",Autosomal recessive
369913,Combined oxidative phosphorylation defect type 17,"Infancy, Neonatal",Autosomal recessive
364063,Infantile epileptic-dyskinetic encephalopathy,"Infancy, Neonatal",X-linked recessive
364055,Severe early-childhood-onset retinal dystrophy,"Childhood, Infancy",Autosomal recessive
364039,Hydroa vacciniforme-like lymphoma,"Adult, Childhood",Not applicable
364028,X-linked intellectual disability due to GRIA3 mutations,Infancy,X-linked recessive
364033,Systemic Epstein-Barr virus-positive T-cell lymphoproliferative disease of childhood,Childhood,Not applicable
1194,TMEM70-related mitochondrial encephalo-cardio-myopathy,"Infancy, Neonatal",Autosomal recessive
363999,Non-immune hydrops fetalis,"Antenatal, Neonatal",Not applicable
1048,Isolated anencephaly/exencephaly,"Infancy, Neonatal","Multigenic/multifactorial, Not applicable"
364013,Immune hydrops fetalis,"Antenatal, Neonatal",Not applicable
363989,Familial benign flecked retina,"Adult, Childhood",Autosomal recessive
823,Spina bifida and other spinal dysraphisms,"Infancy, Neonatal","Multigenic/multifactorial, Not applicable"
363992,Ichthyosis-short stature-brachydactyly-microspherophakia syndrome,"Infancy, Neonatal",Autosomal recessive
363981,Charcot-Marie-Tooth disease type 4B3,Childhood,Autosomal recessive
363969,Autosomal recessive cerebral atrophy,"Infancy, Neonatal",Autosomal recessive
363972,Noonan syndrome-like disorder with juvenile myelomonocytic leukemia,"Infancy, Neonatal",Autosomal dominant
363965,Koolen-De Vries syndrome due to a point mutation,"Infancy, Neonatal",Autosomal dominant
363958,17q21.31 microdeletion syndrome,"Infancy, Neonatal",Autosomal dominant
363741,Colobomatous microphthalmia-obesity-hypogenitalism-intellectual disability syndrome,"Infancy, Neonatal",Autosomal dominant
363722,Alexander disease type II,"Adolescent, Adult, Childhood",Autosomal dominant
363717,Alexander disease type I,"Infancy, Neonatal",Not applicable
363705,Craniofaciofrontodigital syndrome,Neonatal,Unknown
363700,Neurofibromatosis type 1 due to NF1 mutation or intragenic deletion,"Infancy, Neonatal",Autosomal dominant
363694,Hyperuricemia-pulmonary hypertension-renal failure-alkalosis syndrome,"Infancy, Neonatal",Autosomal recessive
363686,Severe intellectual disability-poor language-strabismus-grimacing face-long fingers syndrome,"Infancy, Neonatal",Autosomal dominant
363680,2p13.2 microdeletion syndrome,"Infancy, Neonatal",Autosomal dominant
363677,Childhood-onset autosomal recessive myopathy with external ophthalmoplegia,Childhood,Autosomal recessive
364577,Intellectual disability-brachydactyly-Pierre Robin syndrome,Neonatal,
363417,Temtamy preaxial brachydactyly syndrome,"Infancy, Neonatal",Autosomal recessive
363409,Fetal akinesia-cerebral and retinal hemorrhage syndrome,"Infancy, Neonatal",Autosomal recessive
363412,Hypomyelination with brain stem and spinal cord involvement and leg spasticity,"Adolescent, Infancy, Neonatal",Autosomal recessive
363429,Autosomal recessive cerebellar ataxia-pyramidal signs-nystagmus-oculomotor apraxia syndrome,"Infancy, Neonatal",Autosomal recessive
363432,Autosomal recessive congenital cerebellar ataxia due to GRID2 deficiency,"Infancy, Neonatal",Autosomal recessive
363424,Multiple mitochondrial dysfunctions syndrome type 3,"Infancy, Neonatal",Autosomal recessive
363396,High myopia-sensorineural deafness syndrome,"Infancy, Neonatal",Autosomal recessive
363400,Progressive encephalopathy-severe neurodegeneration-lipodystrophy syndrome,"Infancy, Neonatal",Autosomal recessive
363618,LMNA-related cardiocutaneous progeria syndrome,Childhood,Autosomal dominant
363623,GMPPB-related limb-girdle muscular dystrophy R19,"Childhood, Infancy, Neonatal",Autosomal recessive
363649,Mandibular hypoplasia-deafness-progeroid features-lipodystrophy syndrome,Childhood,Autosomal dominant
363659,20q11.2 microduplication syndrome,"Infancy, Neonatal",
363665,Acroosteolysis-keloid-like lesions-premature aging syndrome,"Infancy, Neonatal",Autosomal dominant
363549,Acute encephalopathy with biphasic seizures and late reduced diffusion,"Infancy, Neonatal",
363611,CTCF-related neurodevelopmental disorder,"Antenatal, Childhood, Infancy, Neonatal",Autosomal dominant
363523,Hypohidrosis-enamel hypoplasia-palmoplantar keratoderma-intellectual disability syndrome,"Infancy, Neonatal",Autosomal recessive
363534,"Mitochondrial DNA depletion syndrome, hepatocerebrorenal form","Infancy, Neonatal",Autosomal recessive
363528,Intellectual disability-strabismus syndrome,"Infancy, Neonatal",Autosomal recessive
363444,THOC6-related developmental delay-microcephaly-facial dysmorphism syndrome,"Infancy, Neonatal",Autosomal recessive
363454,BICD2-related autosomal dominant childhood-onset proximal spinal muscular atrophy,"Antenatal, Childhood, Infancy, Neonatal",Autosomal dominant
363447,Autosomal dominant childhood-onset proximal spinal muscular atrophy,"Adolescent, Antenatal, Childhood, Infancy, Neonatal",Autosomal dominant
363483,Testicular teratoma,"Adolescent, Adult, Childhood, Infancy",
357175,Short ulna-dysmorphism-hypotonia-intellectual disability syndrome,"Infancy, Neonatal",Autosomal recessive
357329,Combined immunodeficiency due to IL21R deficiency,"Infancy, Neonatal",Autosomal recessive
357332,Syndactyly-camptodactyly and clinodactyly of fifth fingers-bifid toes syndrome,"Infancy, Neonatal",Autosomal recessive
357225,Primary non-essential cutis verticis gyrata,"Adolescent, Childhood, Infancy, Neonatal",
357237,Combined immunodeficiency due to CARD11 deficiency,"Infancy, Neonatal",Autosomal recessive
356978,"D,L-2-hydroxyglutaric aciduria","Infancy, Neonatal",Autosomal recessive
356961,SLC35A2-CDG,"Infancy, Neonatal",Unknown
357008,Hemolytic uremic syndrome with DGKE deficiency,Infancy,"Autosomal recessive, Not applicable"
357001,19p13.13 microdeletion syndrome,"Infancy, Neonatal",Unknown
356996,ANK3-related intellectual disability-sleep disturbance syndrome,Childhood,Autosomal recessive
357043,Amyotrophic lateral sclerosis type 4,"Adolescent, Childhood",Autosomal dominant
357034,Non-hereditary retinoblastoma,"Infancy, Neonatal",Not applicable
357027,Hereditary retinoblastoma,"Infancy, Neonatal",Autosomal dominant
357074,"Autosomal recessive cutis laxa type 2, classic type","Infancy, Neonatal",Autosomal recessive
357064,Autosomal recessive cutis laxa type 2B,"Infancy, Neonatal",Autosomal recessive
357058,Autosomal recessive cutis laxa type 2A,Neonatal,Autosomal recessive
357158,Mandibulofacial dysostosis-macroblepharon-macrostomia syndrome,"Infancy, Neonatal",
352654,Early-onset progressive neurodegeneration-blindness-ataxia-spasticity syndrome,Childhood,Autosomal recessive
352657,Hereditary benign intraepithelial dyskeratosis,"Infancy, Neonatal",Autosomal dominant
352641,Autosomal recessive cerebellar ataxia with late-onset spasticity,"Adolescent, Childhood",Autosomal recessive
352636,Phalangeal microgeodic syndrome,Childhood,Not applicable
352649,Brain dopamine-serotonin vesicular transport disease,"Infancy, Neonatal",Autosomal recessive
352596,Progressive myoclonic epilepsy with dystonia,"Infancy, Neonatal",Autosomal recessive
352629,16q24.1 microdeletion syndrome,"Infancy, Neonatal","Not applicable, Unknown"
352577,Bainbridge-Ropers syndrome,"Antenatal, Infancy, Neonatal","Autosomal dominant, Not applicable"
352587,Focal epilepsy-intellectual disability-cerebro-cerebellar malformation,Infancy,Autosomal recessive
352582,Familial infantile myoclonic epilepsy,"Infancy, Neonatal",Autosomal recessive
352731,Oculocutaneous albinism type 1,"Infancy, Neonatal",Autosomal recessive
352734,Minimal pigment oculocutaneous albinism type 1,"Infancy, Neonatal",Autosomal recessive
352737,Temperature-sensitive oculocutaneous albinism type 1,"Infancy, Neonatal",Autosomal recessive
352709,CLN13 disease,"Adolescent, Adult, Childhood, Elderly",
352712,Facial dysmorphism-immunodeficiency-livedo-short stature syndrome,"Infancy, Neonatal",Autosomal recessive
352718,Progressive retinal dystrophy due to retinol transport defect,Childhood,Autosomal recessive
352723,Attenuated Chédiak-Higashi syndrome,Childhood,Autosomal recessive
352665,Neurodevelopmental disorder-craniofacial dysmorphism-cardiac defect-skeletal anomalies syndrome due to 9q21.3 microdeletion,"Infancy, Neonatal","Not applicable, Unknown"
352675,X-linked Charcot-Marie-Tooth disease type 6,Childhood,X-linked dominant
352682,Cobblestone lissencephaly without muscular or ocular involvement,"Childhood, Infancy",Autosomal recessive
353277,Rubinstein-Taybi syndrome due to CREBBP mutations,"Antenatal, Neonatal",Autosomal dominant
353217,Epileptic encephalopathy with global cerebral demyelination,Neonatal,Autosomal recessive
352763,Scleredema,"Adolescent, Adult, Childhood, Infancy",Not applicable
352745,Oculocutaneous albinism type 7,Neonatal,Autosomal recessive
353334,Congenital retinal arteriovenous communication,"Infancy, Neonatal",
353320,"Pyruvate carboxylase deficiency, benign type",Infancy,Autosomal recessive
353327,Congenital myasthenic syndrome with glycosylation defect,"Infancy, Neonatal",Autosomal recessive
353308,"Pyruvate carboxylase deficiency, infantile type",Infancy,Autosomal recessive
353314,"Pyruvate carboxylase deficiency, severe neonatal type","Infancy, Neonatal",Autosomal recessive
353298,Roifman syndrome,"Antenatal, Neonatal",Autosomal recessive
353281,Rubinstein-Taybi syndrome due to 16p13.3 microdeletion,"Antenatal, Neonatal",Not applicable
353284,Rubinstein-Taybi syndrome due to EP300 haploinsufficiency,Neonatal,Autosomal dominant
352403,Spectrin-associated autosomal recessive cerebellar ataxia,Infancy,Autosomal recessive
352333,Congenital ichthyosis-intellectual disability-spastic quadriplegia syndrome,"Infancy, Neonatal",Autosomal recessive
352328,MEGDEL syndrome,"Infancy, Neonatal",Autosomal recessive
352530,Intellectual disability-obesity-brain malformations-facial dysmorphism syndrome,"Infancy, Neonatal",Autosomal recessive
352563,Infantile hypertrophic cardiomyopathy due to MRPL44 deficiency,"Infancy, Neonatal",Autosomal recessive
352479,ISPD-related limb-girdle muscular dystrophy R20,"Childhood, Infancy",Autosomal recessive
352490,Autism spectrum disorder due to AUTS2 deficiency,"Infancy, Neonatal",Autosomal dominant
294415,Renal-hepatic-pancreatic dysplasia,"Antenatal, Neonatal",Autosomal recessive
293987,Rapid-onset childhood obesity-hypothalamic dysfunction-hypoventilation-autonomic dysregulation syndrome,"Childhood, Infancy",Unknown
294016,Microcephaly-capillary malformation syndrome,"Infancy, Neonatal",Autosomal recessive
294023,Neonatal erythroderma-autoinflammation-inflammatory bowel disease syndrome,"Infancy, Neonatal",Autosomal recessive
294026,Syndactyly-nystagmus syndrome due to 2q31.1 microduplication,Neonatal,Unknown
293964,Hypoinsulinemic hypoglycemia and body hemihypertrophy,"Infancy, Neonatal",Autosomal dominant
293967,Hypogonadotropic hypogonadism-severe microcephaly-sensorineural hearing loss-dysmorphism syndrome,"Antenatal, Infancy, Neonatal",Autosomal recessive
293978,Deficiency in anterior pituitary function-variable immunodeficiency syndrome,Childhood,Autosomal dominant
293958,Hypertelorism-preauricular sinus-punctual pits-deafness syndrome,"Infancy, Neonatal",Autosomal dominant
293955,Childhood encephalopathy due to thiamine pyrophosphokinase deficiency,"Infancy, Neonatal",Autosomal recessive
293939,Distal Xq28 microduplication syndrome,"Infancy, Neonatal",X-linked recessive
293936,EDICT syndrome,"Childhood, Infancy, Neonatal",Autosomal dominant
293925,Lethal occipital encephalocele-skeletal dysplasia syndrome,"Infancy, Neonatal",Autosomal recessive
293864,Hypoplastic pancreas-intestinal atresia-hypoplastic gallbladder syndrome,"Infancy, Neonatal",Autosomal recessive
293843,3MC syndrome,"Antenatal, Neonatal",Autosomal recessive
293830,Constitutional dyserythropoietic anemia,"Infancy, Neonatal",
293825,Congenital dyserythropoietic anemia type IV,"Infancy, Neonatal",Autosomal dominant
293725,"Blepharophimosis-intellectual disability syndrome, Verloes type","Antenatal, Infancy, Neonatal",Unknown
293642,Blepharophimosis-intellectual disability syndrome,"Infancy, Neonatal","Autosomal dominant, Autosomal recessive, Mitochondrial inheritance, X-linked recessive"
293707,"Blepharophimosis-intellectual disability syndrome, MKB type","Infancy, Neonatal",X-linked recessive
295044,Macrodactyly of fingers,"Infancy, Neonatal",
295047,Macrodactyly of toes,"Infancy, Neonatal",
295036,Congenital patella dislocation,"Infancy, Neonatal",
295000,Amniotic band syndrome,"Antenatal, Neonatal",
294975,Isolated absence of upper arm and forearm with hand present,"Infancy, Neonatal",
294963,Popliteal pterygium syndrome,"Antenatal, Neonatal",Autosomal dominant
294971,Isolated tetra-amelia,Antenatal,
289877,Transient hyperammonemia of the newborn,Neonatal,
289916,Vitamin B12-unresponsive methylmalonic acidemia type mut0,"Infancy, Neonatal",Autosomal recessive
289857,Neonatal glycine encephalopathy,"Infancy, Neonatal",Autosomal recessive
289860,Infantile glycine encephalopathy,"Infancy, Neonatal",Autosomal recessive
289560,Mitochondrial membrane protein-associated neurodegeneration,"Adolescent, Adult, Childhood",Autosomal recessive
289553,Dysmorphism-conductive hearing loss-heart defect syndrome,"Infancy, Neonatal",Autosomal dominant
289548,Inherited isolated adrenal insufficiency due to partial CYP11A1 deficiency,"Infancy, Neonatal",Autosomal recessive
289596,Juvenile nasopharyngeal angiofibroma,"Adolescent, Childhood",Not applicable
289586,Exfoliative ichthyosis,"Infancy, Neonatal",Autosomal recessive
293375,Grayson-Wilbrandt corneal dystrophy,"Adolescent, Adult, Childhood",Autosomal dominant
293381,Epithelial recurrent erosion dystrophy,Childhood,Autosomal dominant
293603,Congenital hereditary endothelial dystrophy type II,"Infancy, Neonatal",Autosomal recessive
