OrphaCode,DiseaseName,GeneSymbol,GeneName,AssociationType,AssociationStatus
673556,Pseudomyogenic hemangioendothelioma,FOSB,"FosB proto-oncogene, AP-1 transcription factor subunit",Part of a fusion gene in,Assessed
673556,Pseudomyogenic hemangioendothelioma,ACTB,actin beta,Part of a fusion gene in,Assessed
673556,Pseudomyogenic hemangioendothelioma,WWTR1,WW domain containing transcription regulator 1,Part of a fusion gene in,Assessed
673556,Pseudomyogenic hemangioendothelioma,SERPINE1,serpin family E member 1,Part of a fusion gene in,Assessed
100984,Autosomal dominant spastic paraplegia type 3,ATL1,atlastin GTPase 1,Disease-causing germline mutation(s) in,Assessed
685067,Hypodontia-scalp hypotrichosis-facial dysmorphism syndrome,TSPEAR,thrombospondin type laminin G domain and EAR repeats,Disease-causing germline mutation(s) in,Assessed
685082,Pediatric acute respiratory distress syndrome,SFTPB,surfactant protein B,Major susceptibility factor in,Assessed
685082,Pediatric acute respiratory distress syndrome,SFTPC,surfactant protein C,Major susceptibility factor in,Assessed
685017,Combined immunodeficiency due to TBX1 deficiency,TBX1,T-box transcription factor 1,Disease-causing germline mutation(s) in,Assessed
100991,Autosomal dominant spastic paraplegia type 10,KIF5A,kinesin family member 5A,Disease-causing germline mutation(s) in,Assessed
686465,Fibrotic hypersensitivity pneumonitis,MUC5B,"mucin 5B, oligomeric mucus/gel-forming",Major susceptibility factor in,Assessed
100989,Autosomal dominant spastic paraplegia type 8,WASHC5,WASH complex subunit 5,Disease-causing germline mutation(s) in,Assessed
100988,Autosomal dominant spastic paraplegia type 6,NIPA1,NIPA magnesium transporter 1,Disease-causing germline mutation(s) in,Assessed
100986,Autosomal recessive spastic paraplegia type 5A,CYP7B1,cytochrome P450 family 7 subfamily B member 1,Disease-causing germline mutation(s) in,Assessed
100985,Autosomal dominant spastic paraplegia type 4,SPAST,spastin,Disease-causing germline mutation(s) in,Assessed
687424,ZMYND11-related developmental delay-speech delay-seizures-behavioral abnormalities-craniofacial dysmorphism syndrome due to 10p15.3 microdeletion,ZMYND11,zinc finger MYND-type containing 11,Role in the phenotype of,Assessed
100999,Autosomal dominant spastic paraplegia type 19,SPG19,spastic paraplegia 19 (autosomal dominant),Disease-causing germline mutation(s) in,Assessed
101000,Autosomal recessive spastic paraplegia type 20,SPART,spartin,Disease-causing germline mutation(s) in,Assessed
686999,Lipodystrophy-demyelinating peripheral sensory-motor neuropathy syndrome,PLAAT3,phospholipase A and acyltransferase 3,Disease-causing germline mutation(s) (loss of function) in,Assessed
100997,X-linked spastic paraplegia type 16,SPG16,"spastic paraplegia 16 (complicated, X-linked recessive)",Disease-causing germline mutation(s) in,Assessed
100998,Autosomal dominant spastic paraplegia type 17,BSCL2,"BSCL2 lipid droplet biogenesis associated, seipin",Disease-causing germline mutation(s) in,Assessed
100995,Autosomal recessive spastic paraplegia type 14,SPG14,spastic paraplegia 14 (autosomal recessive),Disease-causing germline mutation(s) in,Assessed
686495,MADD-related developmental delay-endocrine dysfunction-hypohemoglobinemia syndrome,MADD,MAP kinase activating death domain,Disease-causing germline mutation(s) in,Assessed
100996,Kjellin syndrome,ZFYVE26,zinc finger FYVE-type containing 26,Disease-causing germline mutation(s) in,Assessed
686488,RNU4-2-related autosomal dominant neurodevelopmental disorder,RNU4-2,"RNA, U4 small nuclear 2",Disease-causing germline mutation(s) in,Assessed
100993,Autosomal dominant spastic paraplegia type 12,UBAP1,ubiquitin associated protein 1,Disease-causing germline mutation(s) in,Assessed
100993,Autosomal dominant spastic paraplegia type 12,RTN2,reticulon 2,Disease-causing germline mutation(s) in,Assessed
686482,BPTF-related intellectual disability-facial dysmorphism-skeletal anomalies syndrome,BPTF,bromodomain PHD finger transcription factor,Disease-causing germline mutation(s) in,Assessed
100994,Autosomal dominant spastic paraplegia type 13,HSPD1,heat shock protein family D (Hsp60) member 1,Disease-causing germline mutation(s) in,Assessed
101007,Autosomal recessive spastic paraplegia type 27,SPG27,spastic paraplegia 27 (autosomal recessive),Disease-causing germline mutation(s) in,Assessed
688543,Reticular dysgenesis-like severe combined immunodeficiency,RAC2,Rac family small GTPase 2,Disease-causing germline mutation(s) (gain of function) in,Assessed
101008,Autosomal recessive spastic paraplegia type 28,DDHD1,DDHD domain containing 1,Disease-causing germline mutation(s) in,Assessed
101005,Autosomal recessive spastic paraplegia type 25,SPG25,"spastic paraplegia 25 (autosomal recessive, with disc herniation)",Disease-causing germline mutation(s) in,Assessed
101006,Autosomal recessive spastic paraplegia type 26,B4GALNT1,"beta-1,4-N-acetyl-galactosaminyltransferase 1",Disease-causing germline mutation(s) in,Assessed
101003,Autosomal recessive spastic paraplegia type 23,DSTYK,dual serine/threonine and tyrosine protein kinase,Disease-causing germline mutation(s) in,Assessed
101003,Autosomal recessive spastic paraplegia type 23,SPG23,spastic paraplegia 23 (autosomal recessive),Disease-causing germline mutation(s) in,Assessed
101004,Autosomal recessive spastic paraplegia type 24,SPG24,spastic paraplegia 24 (autosomal recessive),Disease-causing germline mutation(s) in,Assessed
101001,Autosomal recessive spastic paraplegia type 21,SPG21,"SPG21 abhydrolase domain containing, maspardin",Disease-causing germline mutation(s) in,Assessed
675775,Severe congenital myelofibrosis-pancytopenia-intellectual disability-neurologic and ophthalmic abnormalities syndrome,RBSN,"rabenosyn, RAB effector",Disease-causing germline mutation(s) in,Assessed
675782,Progressive hypotonia-intellectual disability-facial dysmorphism syndrome due to FYVE-defective RBSN,RBSN,"rabenosyn, RAB effector",Disease-causing germline mutation(s) (loss of function) in,Assessed
676039,Combined immunodeficiency due to FOXN1 haploinsufficiency,FOXN1,forkhead box N1,Disease-causing germline mutation(s) in,Assessed
676125,X-linked immune dysregulation with inflammatory bowel disease due to ELF4 deficiency,ELF4,E74 like ETS transcription factor 4,Disease-causing germline mutation(s) (loss of function) in,Assessed
100924,Porphyria due to ALA dehydratase deficiency,ALAD,aminolevulinate dehydratase,Disease-causing germline mutation(s) in,Assessed
684216,Intellectual disability-facial dysmorphism-joint hypermobility-hearing loss syndrome,TET3,tet methylcytosine dioxygenase 3,Disease-causing germline mutation(s) in,Assessed
684305,Neurooculocardiogenitourinary syndrome,WDR37,WD repeat domain 37,Disease-causing germline mutation(s) (loss of function) in,Assessed
100973,FRAXE intellectual disability,AFF2,ALF transcription elongation factor 2,Disease-causing germline mutation(s) in,Assessed
100973,FRAXE intellectual disability,FMR3,fragile X mental retardation associated 3,Disease-causing germline mutation(s) in,Assessed
100974,FRAXF syndrome,TMEM185A,transmembrane protein 185A,Disease-causing germline mutation(s) in,Assessed
684742,2q13 microdeletion syndrome,FBLN7,fibulin 7,Role in the phenotype of,Assessed
684742,2q13 microdeletion syndrome,TMEM87B,transmembrane protein 87B,Role in the phenotype of,Assessed
100976,Bathing suit ichthyosis,TGM1,transglutaminase 1,Disease-causing germline mutation(s) in,Assessed
684232,Intellectual disability-epilepsy-dental anomalies-facial dysmorphism syndrome,SATB1,SATB homeobox 1,Disease-causing germline mutation(s) in,Assessed
684226,Intellectual disability-hypotonia-facial dysmorphism-macrocephaly syndrome,KMT5B,lysine methyltransferase 5B,Disease-causing germline mutation(s) in,Assessed
684247,Isolated growth hormone deficiency type IV,GHRHR,growth hormone releasing hormone receptor,Disease-causing germline mutation(s) in,Assessed
684240,Neurodevelopmental disorder-spasticity-movement disorder-epileptic syndrome,YIF1B,"Yip1 interacting factor homolog B, membrane trafficking protein",Disease-causing germline mutation(s) (loss of function) in,Assessed
100054,F12-related hereditary angioedema with normal C1Inh,F12,coagulation factor XII,Disease-causing germline mutation(s) (gain of function) in,Assessed
100051,Hereditary angioedema type 2,SERPING1,serpin family G member 1,Disease-causing germline mutation(s) in,Assessed
692173,Marbach-Schaaf neurodevelopmental syndrome,PRKAR1B,protein kinase cAMP-dependent type I regulatory subunit beta,Disease-causing germline mutation(s) in,Assessed
692193,CHAMP1-related intellectual disability-facial dysmorphism-behavioral abnormalities syndrome,CHAMP1,chromosome alignment maintaining phosphoprotein 1,Disease-causing germline mutation(s) in,Assessed
692812,RAC2-related combined immunodeficiency-bronchiectasis-cancer-predisposing syndrome,RAC2,Rac family small GTPase 2,Disease-causing germline mutation(s) in,Assessed
693549,Facial dysmorphism-Intellectual disability-rhombencephalosynapsis syndrome,MN1,"MN1 proto-oncogene, transcriptional regulator",Disease-causing germline mutation(s) (gain of function) in,Assessed
692790,ATP6AP1-CDG,ATP6AP1,ATPase H+ transporting accessory protein 1,Disease-causing germline mutation(s) in,Assessed
100069,Semantic dementia,PSEN1,presenilin 1,Disease-causing germline mutation(s) in,Assessed
100069,Semantic dementia,TMEM106B,transmembrane protein 106B,Major susceptibility factor in,Assessed
100069,Semantic dementia,CHMP2B,charged multivesicular body protein 2B,Major susceptibility factor in,Assessed
100069,Semantic dementia,TREM2,triggering receptor expressed on myeloid cells 2,Major susceptibility factor in,Assessed
100069,Semantic dementia,MAPT,microtubule associated protein tau,Major susceptibility factor in,Assessed
100069,Semantic dementia,GRN,granulin precursor,Major susceptibility factor in,Assessed
693627,Agammaglobulinemia-skin involvement-failure to thrive syndrome,SLC39A7,solute carrier family 39 member 7,Disease-causing germline mutation(s) in,Assessed
100070,Progressive non-fluent aphasia,TMEM106B,transmembrane protein 106B,Major susceptibility factor in,Assessed
100070,Progressive non-fluent aphasia,PSEN1,presenilin 1,Disease-causing germline mutation(s) in,Assessed
100070,Progressive non-fluent aphasia,CHMP2B,charged multivesicular body protein 2B,Major susceptibility factor in,Assessed
100070,Progressive non-fluent aphasia,TREM2,triggering receptor expressed on myeloid cells 2,Major susceptibility factor in,Assessed
100070,Progressive non-fluent aphasia,MAPT,microtubule associated protein tau,Major susceptibility factor in,Assessed
100070,Progressive non-fluent aphasia,GRN,granulin precursor,Major susceptibility factor in,Assessed
693681,Activated PI3K-delta syndrome 2,PIK3R1,phosphoinositide-3-kinase regulatory subunit 1,Disease-causing germline mutation(s) (gain of function) in,Assessed
693661,Activated PI3K-delta syndrome 1,PIK3CD,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta",Disease-causing germline mutation(s) (gain of function) in,Assessed
693647,Agammaglobulinemia-early-onset hypertrophic cardiomyopathy-neutropenia syndrome,FNIP1,folliculin interacting protein 1,Disease-causing germline mutation(s) (loss of function) in,Assessed
100020,Myelodysplastic neoplasm with increased blasts type 2,TET2,tet methylcytosine dioxygenase 2,Disease-causing somatic mutation(s) in,Assessed
100019,Myelodysplastic neoplasm with increased blasts type 1,TET2,tet methylcytosine dioxygenase 2,Disease-causing somatic mutation(s) in,Assessed
688581,Midface hypoplasia-hearing impairment-elliptocytosis-nephrocalcinosis syndrome,AMMECR1,AMMECR nuclear protein 1,Disease-causing germline mutation(s) in,Assessed
688594,Combined immunodeficiency due to RELB deficiency,RELB,"RELB proto-oncogene, NF-kB subunit",Disease-causing germline mutation(s) (loss of function) in,Assessed
688642,Turnpenny-Fry syndrome,PCGF2,polycomb group ring finger 2,Disease-causing germline mutation(s) in,Assessed
689021,Asymptomatic hyperCKemia-myalgia-rhabdomyolysis syndrome,ANO5,anoctamin 5,Disease-causing germline mutation(s) in,Assessed
100032,Hypocalcified amelogenesis imperfecta,RELT,RELT TNF receptor,Disease-causing germline mutation(s) (loss of function) in,Assessed
100032,Hypocalcified amelogenesis imperfecta,FAM83H,family with sequence similarity 83 member H,Disease-causing germline mutation(s) in,Assessed
100032,Hypocalcified amelogenesis imperfecta,SLC24A4,solute carrier family 24 member 4,Disease-causing germline mutation(s) in,Assessed
100032,Hypocalcified amelogenesis imperfecta,ITGB6,integrin subunit beta 6,Disease-causing germline mutation(s) in,Assessed
100032,Hypocalcified amelogenesis imperfecta,AMTN,amelotin,Disease-causing germline mutation(s) in,Assessed
100031,Hypoplastic amelogenesis imperfecta,ACP4,acid phosphatase 4,Disease-causing germline mutation(s) (loss of function) in,Assessed
100031,Hypoplastic amelogenesis imperfecta,SP6,Sp6 transcription factor,Disease-causing germline mutation(s) in,Assessed
100031,Hypoplastic amelogenesis imperfecta,ENAM,enamelin,Disease-causing germline mutation(s) in,Assessed
100031,Hypoplastic amelogenesis imperfecta,LAMB3,laminin subunit beta 3,Disease-causing germline mutation(s) in,Assessed
100031,Hypoplastic amelogenesis imperfecta,ITGB6,integrin subunit beta 6,Disease-causing germline mutation(s) (loss of function) in,Assessed
100031,Hypoplastic amelogenesis imperfecta,AMBN,ameloblastin,Disease-causing germline mutation(s) in,Assessed
100034,Hypomaturation-hypoplastic amelogenesis imperfecta with taurodontism,DLX3,distal-less homeobox 3,Disease-causing germline mutation(s) in,Assessed
100033,Hypomaturation amelogenesis imperfecta,GPR68,G protein-coupled receptor 68,Disease-causing germline mutation(s) (loss of function) in,Assessed
100033,Hypomaturation amelogenesis imperfecta,AMELX,amelogenin X-linked,Disease-causing germline mutation(s) in,Assessed
100033,Hypomaturation amelogenesis imperfecta,KLK4,kallikrein related peptidase 4,Disease-causing germline mutation(s) in,Assessed
100033,Hypomaturation amelogenesis imperfecta,MMP20,matrix metallopeptidase 20,Disease-causing germline mutation(s) in,Assessed
100033,Hypomaturation amelogenesis imperfecta,WDR72,WD repeat domain 72,Disease-causing germline mutation(s) in,Assessed
100033,Hypomaturation amelogenesis imperfecta,ODAPH,odontogenesis associated phosphoprotein,Disease-causing germline mutation(s) (loss of function) in,Assessed
100033,Hypomaturation amelogenesis imperfecta,SLC24A4,solute carrier family 24 member 4,Disease-causing germline mutation(s) in,Assessed
689231,IFIH1-related hereditary spastic paraplegia,IFIH1,interferon induced with helicase C domain 1,Disease-causing germline mutation(s) in,Assessed
